City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,kill devil hills,36.0307,-75.676,7.77,99,100,0.0,US,1738603264
366,thames,-37.1333,175.5333,15.8,97,25,0.83,NZ,1738603265
367,princeville,45.7668,-61.2985,-4.61,86,100,2.57,CA,1738603266
368,geraldton,-28.7667,114.6,23.23,78,0,6.69,AU,1738603267
369,yemetsk,63.4721,41.7941,-16.74,95,100,3.09,RU,1738603268
370,guerrero negro,27.9769,-114.0611,20.48,37,99,0.9,MX,1738603269
371,korocha,50.8107,37.1953,-1.07,69,100,1.73,RU,1738603271
372,nago,26.5881,127.9761,12.51,61,100,8.63,JP,1738603272
373,kristiansund,63.1115,7.732,3.36,81,75,3.09,NO,1738603273
374,dawei,14.0833,98.2,20.78,73,4,1.58,MM,1738603274
375,lauro de freitas,-12.8944,-38.3272,31.01,66,40,5.66,BR,1738603077
376,tevriz,57.509,72.4042,-6.73,98,100,1.24,RU,1738603276
377,lao cai,22.4833,103.95,13.1,89,100,0.61,VN,1738603278
378,tinajo,29.0788,-13.7081,18.49,72,75,8.23,ES,1738603279
379,suva,-18.1416,178.4415,23.71,100,75,1.54,FJ,1738603280
380,uliastay,47.7417,96.8444,-26.72,96,99,2.21,MN,1738603283
381,kindu,-2.95,25.95,23.02,84,100,0.83,CD,1738603284
382,puerto madero,14.7208,-92.4215,32.11,62,20,2.57,MX,1738603285
383,vila velha,-20.3297,-40.2925,32.97,55,20,8.23,BR,1738603063
384,fort bragg,35.139,-79.006,15.93,68,0,3.09,US,1738603287
385,whitecourt,54.1502,-115.6855,-32.42,75,40,1.54,CA,1738603289
386,waddan,29.1614,16.139,17.0,36,0,4.46,LY,1738603290
387,sept-iles,50.2001,-66.3821,-8.0,84,100,3.6,CA,1738603249
388,todaraisingh,26.0167,75.4833,20.64,40,47,2.3,IN,1738603292
389,tasqala,51.1167,50.3167,-2.75,98,100,3.25,KZ,1738603293
390,saint-joseph,-21.3667,55.6167,28.21,83,60,1.68,RE,1738603294
391,watertown,42.3709,-71.1828,5.86,74,0,3.09,US,1738603255
392,touros,-5.1989,-35.4608,30.51,60,98,7.41,BR,1738603026
393,villa juarez,24.6536,-107.5411,24.14,23,40,0.0,MX,1738603298
394,sitka,57.0531,-135.33,-2.06,29,0,2.06,US,1738603234
395,hermiston,45.8404,-119.2895,0.48,88,75,0.0,US,1738603300
396,beitbridge,-22.2167,30.0,33.31,28,3,6.43,ZW,1738603301
397,qurayyat,31.3318,37.3428,17.1,16,0,0.0,SA,1738603303
398,bende,5.5572,7.6368,36.14,26,51,1.14,NG,1738603304
399,mary,37.0,62.5,5.18,42,92,2.05,TM,1738603305
400,protaras,35.0125,34.0583,14.44,81,21,0.89,CY,1738603306
401,mersa matruh,31.3525,27.2453,17.11,67,40,4.12,EG,1738603307
402,new london,41.4834,-72.0662,5.38,85,20,4.63,US,1738603119
403,klaksvik,62.2266,-6.589,7.27,72,100,17.26,FO,1738603310
404,linxia chengguanzhen,35.6003,103.2064,-16.49,96,20,1.52,CN,1738603311
405,aghstafa,41.1189,45.4539,6.62,62,89,1.47,AZ,1738603312
406,tsiombe,-25.3,45.4833,24.01,77,19,4.6,MG,1738603313
407,rabaul,-4.1967,152.1721,27.46,79,100,0.68,PG,1738603314
408,ketchikan,55.3422,-131.6461,-5.01,27,0,3.6,US,1738603315
409,mugia,43.1041,-9.2179,12.17,72,1,1.53,ES,1738603317
410,prado,-17.3411,-39.2208,29.11,63,0,5.66,BR,1738603319
411,nantucket,41.2835,-70.0995,6.06,75,0,5.14,US,1738603096
412,malanje,-9.5402,16.341,20.36,92,44,2.29,AO,1738603322
413,ascension,30.2169,-90.9001,24.49,76,0,2.91,US,1738603324
414,robertsport,6.7533,-11.3686,28.26,70,58,4.73,LR,1738603217
415,viedma,-40.8135,-62.9967,23.62,22,0,5.92,AR,1738603326
416,prineville,44.2999,-120.8345,0.27,79,100,1.49,US,1738603327
417,bremervorde,53.4833,9.1333,0.17,79,61,2.45,DE,1738603064
418,ati,13.2154,18.3353,28.6,8,6,4.62,TD,1738603330
419,chilecito,-29.1619,-67.4974,32.06,33,0,3.73,AR,1738603328
420,imbituba,-28.24,-48.6703,27.83,69,61,3.87,BR,1738603332
421,monrovia,6.3005,-10.7969,28.81,66,57,4.45,LR,1738603194
422,pecos,31.4229,-103.4932,18.05,20,0,0.0,US,1738603334
423,medicine hat,50.0501,-110.6683,-23.97,73,98,0.45,CA,1738603187
424,petawawa,45.9001,-77.3328,-7.23,93,100,3.6,CA,1738603337
425,mount gambier,-37.8333,140.7667,24.71,55,100,4.77,AU,1738603338
426,fairfield,41.2668,-73.3162,3.83,79,0,2.57,US,1738603339
427,nacala,-14.5428,40.6728,26.45,89,74,3.04,MZ,1738603092
428,sumbe,-11.2061,13.8437,27.87,76,21,3.05,AO,1738603341
429,pervomayskiy,53.2485,40.2871,-1.17,85,100,2.6,RU,1738603343
430,el granada,37.5027,-122.4694,14.5,85,75,6.69,US,1738603344
431,pizarro,4.9533,-77.366,27.35,82,98,2.63,CO,1738603345
432,uzgen,40.7699,73.3007,-5.93,71,76,2.58,KG,1738603346
433,zouerate,22.7187,-12.4521,21.47,30,0,3.77,MR,1738603347
434,boa vista,2.8197,-60.6733,31.99,45,75,6.17,BR,1738603322
435,brisas de zicatela,15.8369,-97.0419,29.29,70,20,4.12,MX,1738603350
436,ilha de mocambique,-15.0342,40.7358,27.78,85,74,4.83,MZ,1738603351
437,greenwood,34.1668,-82.1165,17.94,67,0,3.6,US,1738603121
438,midland,31.9974,-102.0779,22.02,20,0,3.6,US,1738603075
439,viet tri,21.3019,105.4308,15.44,67,100,0.85,VN,1738603354
440,plettenberg bay,-34.0527,23.3716,20.8,75,0,3.18,ZA,1738603355
441,magadan,59.5667,150.8,-28.2,81,2,2.67,RU,1738603357
442,brookings,44.3114,-96.7984,-8.79,79,100,6.17,US,1738603275
443,baiao,-2.7906,-49.6717,27.89,85,64,1.09,BR,1738603359
444,greymouth,-42.4667,171.2,11.1,94,31,2.81,NZ,1738603360
445,owando,-0.4819,15.8999,24.39,72,100,1.64,CG,1738603361
446,namdrik,5.5994,168.1028,27.65,78,69,11.08,MH,1738603363
447,concordia,-31.393,-58.0209,37.04,26,20,2.06,AR,1738603364
448,black point,-34.6187,137.8972,27.54,47,83,2.75,AU,1738603367
449,birjand,32.8663,59.2211,2.26,25,0,0.0,IR,1738603368
450,port douglas,-16.4833,145.4667,26.4,92,100,5.69,AU,1738603369
451,talagang,32.9297,72.4158,11.06,32,0,2.24,PK,1738603370
452,eurajoki,61.2,21.7333,-6.99,89,86,2.32,FI,1738603371
453,domanic,39.8,29.6167,5.62,83,13,1.64,TR,1738603373
454,makar'yev,57.8797,43.8069,-3.19,98,100,1.42,RU,1738603375
455,rokupr,8.6717,-12.395,36.69,13,79,0.63,SL,1738603376
456,anna regina,7.2644,-58.5077,26.53,84,17,4.49,GY,1738603092
457,morehead city,34.7229,-76.726,15.56,85,0,2.06,US,1738603371
458,kruisfontein,-34.0033,24.7314,20.6,69,0,4.28,ZA,1738603379
459,nurota,40.5614,65.6886,2.55,52,100,0.64,UZ,1738603381
460,portland,45.5234,-122.6762,3.38,92,100,4.12,US,1738603024
461,punta del este,-34.9667,-54.95,35.06,92,20,4.92,UY,1738603383
462,mendefera,14.8872,38.8153,17.42,60,97,3.73,ER,1738603384
463,narvik,68.4384,17.4272,-10.11,65,42,5.61,NO,1738603385
464,ylitornio,66.3089,23.6773,-26.64,100,32,1.96,FI,1738603387
465,hirtshals,57.5881,9.9592,2.84,82,100,5.18,DK,1738603388
466,abqaiq,25.9371,49.6776,15.93,20,26,2.2,SA,1738603389
467,hobyo,5.3505,48.5268,23.67,74,12,10.42,SO,1738603391
468,tamanrasset,22.785,5.5228,19.95,10,0,3.09,DZ,1738603393
469,chui,-33.6971,-53.4616,32.37,46,0,3.96,UY,1738603394
470,sola,-13.8833,167.55,27.89,78,99,6.65,VU,1738603395
471,taltal,-25.4,-70.4833,21.37,74,12,2.81,CL,1738603220
472,lorengau,-2.0226,147.2712,27.84,75,97,3.76,PG,1738603397
473,yonggwang-up,40.0183,127.4547,-11.75,58,0,3.35,KP,1738603399
474,hithadhoo,-0.6,73.0833,28.02,70,79,1.3,MV,1738603400
475,zhanaozen,43.3,52.8,3.66,60,100,4.01,KZ,1738603401
476,saint-philippe,-21.3585,55.7679,28.24,86,58,4.15,RE,1738603403
477,kuta,-8.7233,115.1723,27.97,94,20,2.57,ID,1738603404
478,grand-bassam,5.2118,-3.7388,29.98,67,100,4.1,CI,1738603406
479,ikungi,-5.1333,34.7667,17.9,89,99,0.21,TZ,1738603407
480,esquel,-42.9,-71.3167,13.87,45,87,3.8,AR,1738603316
481,saundatti,15.7833,75.1167,23.65,23,47,3.29,IN,1738603409
482,kavaratti,10.5669,72.642,27.59,72,76,4.47,IN,1738603411
483,as saffaniyah,27.9708,48.73,15.33,45,7,1.71,SA,1738603412
484,caleta olivia,-46.4393,-67.5281,17.94,26,100,6.34,AR,1738603413
485,ad dabbah,18.05,30.95,27.33,23,3,4.5,SD,1738603415
486,alaghsas,17.0187,8.0168,28.94,10,65,5.14,NE,1738603416
487,tarnogskiy gorodok,60.4997,43.5761,-11.6,98,99,1.29,RU,1738603417
488,alice springs,-23.7,133.8833,27.75,39,0,3.6,AU,1738603158
489,taradale,-39.5333,176.85,14.45,91,10,0.45,NZ,1738603419
490,altay,47.8667,88.1167,-18.08,63,4,3.43,CN,1738603421
491,ji'an,27.1172,114.9793,6.59,80,46,2.49,CN,1738603422
492,aflao,6.116,1.1914,30.07,70,20,5.14,TG,1738603423
493,laojunmiao,39.8333,97.7333,-10.7,63,3,1.4,CN,1738603424
494,holmestrand,59.4876,10.3176,2.11,95,100,1.22,NO,1738603425
495,vizinga,61.0749,50.1031,-2.66,97,100,2.18,RU,1738603427
496,vanimo,-2.6741,141.3028,25.35,93,100,2.84,PG,1738603428
497,saudarkrokur,65.7461,-19.6394,1.13,86,100,17.44,IS,1738603429
498,pamekasan,-7.1568,113.4746,25.96,88,96,5.65,ID,1738603430
499,garissa,-0.4536,39.6401,31.89,28,27,3.74,KE,1738603431
500,agnibilekrou,7.1344,-3.2047,36.05,22,63,0.41,CI,1738603432
501,laascaanood,8.4774,47.3597,22.96,21,45,6.63,SO,1738603434
502,jutai,-5.1833,-68.9,25.36,95,100,0.78,BR,1738603435
503,revda,56.801,59.9303,-2.45,97,100,2.3,RU,1738603436
504,lagoa,39.05,-27.9833,15.09,74,97,7.64,PT,1738603437
505,dzhambeyty,50.2536,52.595,-4.67,97,95,4.56,KZ,1738603438
506,huancabamba,-5.2386,-79.4506,20.16,77,93,1.93,PE,1738603393
507,ti port-de-paix,19.9333,-72.8333,26.48,75,55,10.55,HT,1738603441
508,surovikino,48.6078,42.8486,1.58,71,100,2.06,RU,1738603442
509,ago-are,8.5,3.4167,35.51,28,55,3.04,NG,1738603443
510,meadow lake,34.8014,-106.5436,12.03,36,16,1.2,US,1738603444
511,villa de arista,22.65,-100.8333,18.21,54,0,0.87,MX,1738603445
512,st. john's,47.5649,-52.7093,-3.8,77,100,5.14,CA,1738603328
513,port macquarie,-31.4333,152.9167,20.6,98,96,0.89,AU,1738603448
514,tuzha,57.6062,47.936,-1.25,99,100,1.68,RU,1738603449
515,la romana,18.4273,-68.9728,25.2,83,75,7.72,DO,1738603450
516,rovaniemi,66.5,25.7167,-16.33,78,0,4.12,FI,1738603451
517,twon-brass,4.3151,6.2418,28.32,76,94,6.99,NG,1738603334
518,mandalgovi,45.7625,106.2708,-20.26,86,66,5.21,MN,1738603453
519,kousa,25.9141,32.7636,21.05,14,69,2.51,EG,1738603455
520,barentu,15.1139,37.5928,26.53,29,57,4.98,ER,1738603371
521,karasburg,-28.0167,18.75,36.45,11,26,4.87,NA,1738603275
522,timmins,48.4669,-81.3331,-8.1,73,100,4.12,CA,1738603458
523,sydney mines,46.2367,-60.2177,-4.34,79,100,3.09,CA,1738603459
524,nema,57.5067,50.5011,-2.76,96,100,3.78,RU,1738603461
525,bonthe,7.5264,-12.505,29.35,56,73,5.5,SL,1738603462
526,malango,-2.9627,119.9001,18.61,94,94,1.49,ID,1738603463
527,bikenibeu village,1.3673,173.1241,26.98,89,40,5.66,KI,1738603464
528,talkha,31.0539,31.3779,13.79,69,100,3.67,EG,1738603465
529,arraial do cabo,-22.9661,-42.0278,34.98,55,20,7.2,BR,1738603466
530,kourou,5.1552,-52.6478,25.39,88,100,4.05,GF,1738603343
531,palasa,18.7667,84.4167,22.85,75,3,1.19,IN,1738603469
532,paphos,34.7667,32.4167,12.88,82,8,1.54,CY,1738603470
533,el porvenir,13.7617,-87.3458,31.7,33,1,3.11,HN,1738603471
534,luderitz,-26.6481,15.1594,21.51,68,0,7.39,NA,1738603474
535,tahmoor,-34.2167,150.5833,18.34,88,18,0.73,AU,1738603475
536,kittila,67.6647,24.8936,-29.92,76,0,1.54,FI,1738603476
537,santa elena de uairen,4.6167,-61.1333,28.71,41,26,2.08,VE,1738603477
538,reggane,26.7158,0.1714,20.22,15,0,3.21,DZ,1738603478
539,chibougamau,49.9168,-74.3659,-9.21,86,100,5.66,CA,1738603479
540,chauk,20.8833,94.8167,22.68,41,2,2.22,MM,1738603481
541,cox's bazar,21.4532,91.9798,18.56,61,2,4.34,BD,1738603482
542,hammerfest,70.6634,23.6821,-9.75,48,0,4.63,NO,1738603483
543,san luis de la loma,17.2706,-100.8939,29.04,54,0,2.35,MX,1738603484
544,choroszcz,53.1433,22.9889,0.53,83,99,3.53,PL,1738603485
545,itamaraca,-7.7478,-34.8256,29.31,65,22,5.77,BR,1738603486
546,morondava,-20.2833,44.2833,28.74,82,100,3.65,MG,1738603488
547,valparaiso,-33.0393,-71.6273,27.13,41,0,5.66,CL,1738603489
548,ishigaki,24.3448,124.1572,15.07,67,100,10.29,JP,1738603490
549,kayangel,8.0823,134.7173,28.17,79,98,9.74,PW,1738603454
550,kamaishi,39.2667,141.8833,2.91,86,93,3.71,JP,1738603492
551,beli,7.8587,10.9719,35.48,12,13,1.94,NG,1738603493
552,aioun,16.6614,-9.6149,26.21,6,6,5.24,MR,1738603495
553,minas de marcona,-15.2119,-75.1103,23.8,58,92,4.45,PE,1738603496
554,igarka,67.4667,86.5833,-27.83,91,100,2.47,RU,1738603497
555,cururupu,-1.8283,-44.8683,29.17,61,91,2.49,BR,1738603498
556,relizane,35.7373,0.556,13.39,52,100,5.54,DZ,1738603499
557,raja,8.4596,25.678,28.67,19,36,1.86,SS,1738603500
558,berbera,10.4396,45.0143,23.4,57,89,6.05,SO,1738603502
559,roma,43.2128,-75.4557,3.7,81,100,3.09,US,1738603503
560,curitibanos,-27.2828,-50.5844,29.27,44,32,1.36,BR,1738603457
